date;URL;tag;description
2023-01-09;https://twitter.com/houmanhemmati/status/1612635584539033603;identity;USC’s school of Social Work will now no longer use the world “field” because they erroneously believe that this term is somehow exclusively used in the context of American chattel slavery. The word “field” has nothing to do with slavery. It describes literally an open, flat expanse of plants or crops. It is also very commonly used to mean “discipline” or “area of study”. This is not controversial. Yet in the interest of virtue signaling, and policing language (the left’s favorite pastime), USC is making this word controversial. The aim is control. With the left, it always is. They warp and twist the meanings of words so that they can “gotcha” their opponents, call them “fascists”, and then use state power to crush these supposed “fascists”. This seemingly inane move is, thus, actually quite dangerous. Why do we tolerate this? 
2023-01-10;https://www.heritage.org/gender/event/detransitioner-talks-protecting-children-gender-medicine;identity;Those who were formerly transgender as children are now speaking out that doctors pushed them to transition, without any words of caution. In some cases, these trans children are now suing doctors for medical malpractice, for taking advantage of their social awkwardness and teenage growing pains to steer them toward a treatment they would ultimately regret. With every other treatment, doctors will walk patients through the pros and cons of all treatment options. But because many doctors want to use their practice as a vehicle for virtue signaling, they do not do this with sex change procedures for treating so-called “gender dysphoria”. Instead, these doctors tell children—children—that transitioning is the only option, and that failing to do so would lead them to despair and death. How is it that children are considered developmentally incapable of every other kind of adult consent or responsibility—driving, joining the military, using legal substances, etc.—but are yet somehow considered mature enough to consent to, and undergo, sex change procedures? What adults choose to do to their own body is their business, and no one has the right to stop them. But children do not have the cognitive maturity to consent to doing so, a principle which is long-standing in every other regard. Who decided that transgender transitioning is the exception to this? What scientific evidence is there that sex change procedures is the ONE thing children are capable of consenting to? 
2023-01-10;https://twitter.com/greg_price11/status/1612925788931637248;authoritarianism;In a nation founded on the idea that the citizens have inalienable rights against the power abuses of the state, the allegedly freedom-loving Democrats all voted against the formation of a House committee for investigating the “weaponization of the federal government”. What reason could Democrats have to not be interested in uncovering ways in which the government has been weaponized against Americans? What are they afraid that such a committee will find? We have already gotten a taste of how the Democrats have weaponized the government, the Twitter Files presenting only a few of a great many examples. This is the kind of investigation that should receive a “yea” vote from every single member of the House. Stopping government abuse of power requires constant vigilance. Democrats, however, don’t seem to be interested in keeping watch against abuses. Every Democrat should have to tell the American people EXACTLY why. 
2023-01-10;https://www.thecollegefix.com/harvard-med-class-focuses-on-lgbtqia-infants-and-older/;identity;According to the description of a course available at Harvard Medical School, infants can somehow identify as LGBT. Anyone familiar with infants should be able to tell you that infants can’t identify as anything. They have not reached a stage of human development where they are even self-aware or capable of speech. And one should easily be able to reason that prepubescent children, who are therefore not sexually mature (from a purely biological reproductive standpoint), can’t express their sexual preferences—they don’t have any. Infants are also not aware of their own gender (and, again, cannot speak or think in abstract terms like “gender”), so they can’t be transgender by definition. How is it that professors at one of the world’s most prestigious schools is unaware of this basic biological fact? More to the point, is it that this instructor is not aware, or chooses to deliberately ignore this fact? Could it be that ideology is taking precedence over reality in the case of this instructor? I thought the left didn’t tolerate misinformation. I guarantee this professor isn’t a conservative. 
2029-01-11;https://www.maryannforraleigh.com/, https://www.wral.com/raleigh-police-chief-addresses-increase-in-crime-access-to-firearms/20667882/;law enforcement;As Raleigh’s Democrat mayor prioritizes an “inclusive, welcoming, and equitable city”, violent crime has reached all-time record levels in that city. Democrats love to focus on their diversity hiring virtue signaling optics while letting the quality of life for all citizens under their rule disintegrate into nothing. To Democrats, it is more important to make racially biased hiring decisions than it is to ensure citizens are safe, in the name of racial justice, of course. And just which groups are harmed most by increases in violent crime? Oh, that’s right, the exact racial minorities they claim to be so diligently helping. So in totality, Democrats’ “racial justice” policies not only make the city worse for everyone, but they impose particularly devastating suffering on the races they so ardently seek justice for. Interesting how these policies actually turn out. It’s almost like Democrats are the real racist party in this country, which they have been since the Civil War. 
2023-01-11;https://www.cnn.com/2023/01/09/business/gas-stove-ban-federal-agency/index.html, https://www.foxnews.com/politics/democrat-led-cities-already-moving-forward-gas-stove-bans-affect-millions, https://thehill.com/homenews/nexstar_media_wire/3620612-why-cities-are-banning-gas-stoves/;authoritarianism;Because Biden doesn’t have the votes to support his administration’s policy banning gas stoves, he’s counting on his Democrat allies to impose the ban for him. This is a new sinister tactic the Democrats are embracing to force their policies on Americans. A Democrat president will “consider” a radical policy that he knows will never be passed by congress, and which he can’t get away with decreeing. Then lower-level Democrats in states and cities will read that as a signal for THEM to implement the policy for him. And because nearly all cities in America over 100,000 people are run by Democrats (and have been for decades), this allows Democrats to issue decrees which affect the vast majority of Americans without any vote taking place. This is absolutely a mechanism of authoritarian control the likes of which would make the founders of our nation roll over in their graves. To the Democrats, getting their way is more important than Americans having the freedom to choose the laws they want to live under. The Democrats truly believe that we are too stupid to have a right to decide our own fates, that they have to save us from ourselves. That is as antithetical to freedom as one can get. 
2023-01-12;https://www.axios.com/2023/01/12/chamber-of-commerce-business-address-washington;economy;According to the US Chamber of Commerce, American businesses are “fed up” with how Biden is running the economy. Biden swore he would be so much better for the economy than Trump. How does Biden explain that business owners across the country have little faith in him? And why is it that small businesses have closed at record rates in Democrat-controlled states, but not Republican-controlled states, during the pandemic? The inflation caused by the Democrats and exacerbated by Biden definitely hasn’t been good for businesses. I’m sure businesses owners across the nation would love to know how Biden plans to help them for a change. 
2023-01-12;https://www.axios.com/2023/01/12/biden-classified-documents-white-house;national security;Biden has confirmed reported claims by an anonymous source that he improperly removed a second cache of classified documents, this time at his personal residence. These documents were stored in his garage. So not only has Biden broken the law by retaining his documents where Trump did not, but Biden has also proven to be so careless as to leave documents scattered in random places he can’t even keep track of. How is this so much more responsible than Trump? If Biden had Trump’s home raided for keeping documents he is legally allowed to, the consequences ought to be that much more severe for Biden. But what are the chances of that? We all know the government, with bureaucracies staffed by Democrat supporters, will never do anything to Biden. Federal law enforcement will just let high-placed Democrats handle sensitive national security documents carelessly while throwing the book at Trump. One of these days (if not already) America is going to suffer dearly for the theft of documents mishandled by Democrats. Only then will we fully suffer for their arrogance and stupidity. 
2023-01-12;https://twitter.com/MIAuniverse/status/1613432016426643459;identity;A racial minority artist is being canceled, her livelihood destroyed, for daring to so much as have a public conversation with a conservative (who is also a racial minority). The left claims they love racial minorities, so why are they destroying one’s career? Isn’t that, by their own definition, racist? The answer is the left is the racist political faction in our country, and they never cared about racial minorities. Racial minorities are just a political prop for the left so that their mostly white, mostly wealthy leaders can ascend to power. And they won’t think twice about, let alone see the hypocrisy in, destroying the image and career of a racial minority who gets in their way, who dares to see through the ruse and warn the rest of us. 
2023-01-12;https://www.bbc.co.uk/news/world-us-canada-64252574;national security;The Biden classified document breach is so bad that the Justice Department can’t get away with not investigating it. The Democrats wanted to let this just be a PR hit. But literally Biden is so sloppy and such a national security risk, that they have to appoint a special counsel to investigate him, lest the facade of an impartial justice system slip too far. You know it’s bad when Democrats know they can’t get away with suffering no consequences for their actions. 
2023-01-12;https://www.foxnews.com/politics/democrat-suggests-classified-docs-bidens-home-office-planted-second-batch-found;authoritarianism;Elected Democrats are now putting forward the unhinged and unfounded conspiracy theory that Republicans planted classified documents in Biden’s various residences and offices in order to make him look bad. Don’t the Democrats insist that they are the anti-conspiracy theory party, that they’re the party of truth? What business does such a party have in floating completely unsupported theories like this? When Trump was raided for retaining sensitive documents, none of the Republicans denied that he did so. None of them suggested the Democrats planted documents on him to provide a pretext for a raid on his home. They simply argued that (1) Trump had the legal right to do so as president (which is factually accurate, as the president is a classification origin), and (2) that it wasn’t a big deal that he did so (a point that reasonable people can debate). But as soon as a Democrat makes the same mistake they blasted Trump for, they concoct some absurd conspiracy theory because they just can’t accept that their party makes mistakes, too. But this is worse than Democrats refusing to accept that their side is just as cavalier with classified documents (actually, more so). This conspiracy is a casual accusation of serious illegality by the Republicans. This is all part of Democrats’ plan to slowly ratchet up their accusations of Republican lawbreaking to justify arraying federal law enforcement against them. The Democrats as a whole believe the Republicans are bigoted domestic terrorists, and that the Republican party should be outlawed on US soil. Every little casual accusation like this inches them closer to ending the Republican party, and therefore silencing all viable opposition to their rule. 
2023-01-12;https://twitter.com/mtaibbi/status/1613589031773769739;authoritarianism;Democrats in congress knowingly lied to Americans in claiming Russian disinformation ops boosted the spread of certain anti-Democrat hashtags, even when Twitter personnel informed them in private that these hashtags were trending organically (i.e. from legitimate user activity). Isn’t it interesting that the party that claims to oppose disinformation so strongly is the one spreading it the most? Democrats literally claimed their opposition’s social media activity was fake even when Twitter told these Democrats that wasn’t true. Not only that, but the media, ever the loyal servants of the Democrats, ran with this. And of course, Twitter ultimately rolled over because they love the Democrats, letting the Democrats spread their lies. How can anyone trust a party willing to lie to Americans, saying that their opponents’ online speech was fake, and that has a subservient media class that will cover the lie? This is the stuff of totalitarian states: lying leaders and media that spreads the lie rather than exposes it. 
2023-01-13;https://www.npr.org/2023/01/13/1148966968/sarah-huckabee-sanders-arkansas-latinx;identity;The left is outraged that Hucakbee Sanders is protecting Spanish heritage in Arkansas by banning the use of “Latinx” and other culturally effacing terms fabricated by the left. How is it not racist for the left, which is mostly not of Latin-American ancestry or culture, to dictate the course of Latin culture and heritage to fit their political agenda? Spanish uses gendered nouns. This is a fact, and one that Latinos accept. They are proud of their culture, as well they should be. How Is it at all objectionable for the government of Arkansas to respect that culture? If anything, it is more racially sensitive, just, and inclusive for the government to characterize groups the way they characterize themselves. The left does this when they use Native American tribes’ actual names, not the names ascribed to them by ignorant European settlers in the Americas. But because the gendered nouns of Spanish chafe against their radical campaign to erase gender yet somehow also insist on it strongly, the left can’t respect the wishes of ethnic minority cultures. So which side is REALLY the racists, the one that calls people what they call themselves (the right), or the one that dictate to ethnic minorities how they must construct their language (the left)? 
2023-01-13;https://twitter.com/ggreenwald/status/1614423013235068935;authoritarianism;Democrats are insinuating that a real journalist who exposed their lies is working to advance Russian interests. The Democrats are literally smearing their enemies as being agents of hostile foreign entities and traitors... for exposing Democrats’ lies. Taibbi notes that internal Twitter documents repeatedly show that the Democrats made claims about Russian disinformation campaigns even when the evidence contradicted such claims. Democrat Lieu replies that indicting 12 Russian intelligence officials, who will never set foot in an American courtroom from now until the day they die, somehow proves that Russian disinformation campaigns were real. Taibbi, rationally, makes this exact point. Lieu then, for some inexplicable and puzzling leap in logic, cites the dropping of charges against 2 of these cases to supposedly prevent the exposure of US intelligence sources as though this also proves that Russian disinformation was real. This is also the point at which Lieu implies that Taibbi, an American journalist holding the powerful accountable, is a traitor. This is the tactic of authoritarians the world over: baselessly accuse their political opponents of being enemies of the state. A truly free nation cannot suffer leaders who respond to valid criticism by smearing their critics as traitors. 
2023-01-13;https://s3.documentcloud.org/documents/23579495/hunters-capitol-spoliation-order-1-13-23.pdf ;authoritarianism;Seattle city officials deleted thousands of text messages related to their handling of the Antifa CHAZ protests, in flagrant violation of a judge’s legal order mandating that these messages be preserved. If the city’s handling of the crisis—in which Antifa wrested control of sovereign US territory away from the duly elected democratic government—was above board, if they earnestly did their best, then why are they deleting messages? What is the Seattle government, filled top to bottom with Democrats (as if that needs to be spelled out), trying to hide? And how is it that Democrats can violate a judge’s order and claim to believe in the sanctity of the law? The Democrats have regard for neither the law, peace, nor freedom, and will do whatever it takes to bury the evidence. 
2023-01-14;https://www.reuters.com/business/healthcare-pharmaceuticals/us-says-pfizers-bivalent-covid-shot-may-be-linked-stroke-older-adults-2023-01-13/;COVID;Studies are now showing a possible link between the COVID mRNA immune therapy shot and stroke. How is this the “totally safe” “vaccine” we were all assured it was? COVID shot manufacturers and their public health thralls either swore there were no long-term negatives side effects (which they could not possibly know because the shot had only been out for less than 2 years), or insisted that we shouldn’t worry about possible side effects because there is no way they can be as bad as COVID (which the jab didn’t even prevent). If people knew that the “vaccine” meant possibly suffering a stroke while barely decreasing the risk of COVID infection, which has a fraction of a percent chance of killing you, does anyone think most people would have taken the treatment? How is risking stroke for next to zero reduction in COVID risk considered an “effective” treatment at all? Here’s something else worth thinking about: in that trove of pharmaceutical-provided testing data the government agreed to withhold from FOIA requests for 80 years, I wonder if there’s anything in there about stroke risk? Maybe there is, and maybe there isn’t. But evidence has already come out showing that either obvious testing scenarios were never considered, and that the manufacturers were aware of some side-effects that they withheld from the public. So who knows? 
2023-01-14;https://www.bbc.co.uk/news/world-us-canada-64270906;national security;Reporters have confirmed that the trove of Biden’s improperly stored documents were top secret, meaning extremely sensitive to national security. Now Democrats can’t claim that the risk to national security of Biden’s retained documents was less dire than that of Trump’s.
2023-01-14;https://twitter.com/TaylerUSA/status/1614475709019217920;identity;Democrats attended a Dallas “all ages” drag show in which performers mentioned sexually explicit acts. Democrats don’t see anything wrong with letting children see grown adults dancing in a sexually provocative manner and singing about blowjobs. Children aren’t allowed in bars or strip clubs,  yet somehow this is acceptable to Democrats? It was one thing for Democrats to allow this to occur without comment, but now they have proven beyond doubt that hey endorse this conduct. These Democrats didn’t have to attend, but they went out of their way to affirmatively state that, yes, they think children should be allowed a shows with this kind of sexually explicit content. Also, it’s interesting that these Democrats had nothing negative to say about the leftist terrorists openly brandishing the AR-15s that Democrats say they want to ban from every state in the nation. I wonder why Democrats didn’t speak out against the wielding of these “assault weapons” that are “weapons of war” and supposedly should not be legal for anyone to own. Oh, wait, I think I know the reason why... The Democrats are fine with the left—including an organization that has taken over parts of American cities and assaulted peaceful citizens—having “weapons of war”, but as soon the right asserts its right to own these very same weapons, the Democrats have a meltdown. Let that sink in, the Democrats think they have the right to brutally kill anyone who doesn’t want children exposed to sexually explicit content, but they think you don’t have the right to arm yourself to protect your own life and property as they unleash violent criminals. The Democrats hate anyone who opposes them (and even many of their own supporters), and prefer if their opponents were dead. 
2023-01-15;https://twitter.com/TPostMillennial/status/1614681156326428674;corruption;At an event marking Martin Luther King, Jr. Day, Biden repeated the lie that he combated South African Apartheid. How is it that Democrats tolerate this? How is this not staggeringly offensive to the party that supposedly values racial justice above all other policy objectives? It is hard to think of more racially insensitive things to do than for a white leader to lie about his work to fight racism on a day dedicated to an actual, deserving civil rights hero. This is how you know that the Democrats are the racist party in America: they think race is some prop they can just play with as they see fit, including by outright lying if they so desire. 
2023-01-16;https://www.foxnews.com/politics/no-visitor-logs-exist-bidens-wilmington-home-site-classified-doc-discovery-wh-counsels-office-says;corruption;The White House is claiming that for some reason, as a former Vice President of the United States, Biden did not keep visitors logs to his residence. In response to the discovery of classified documents at Biden’s personal residence, Republicans have called for Biden to make visitors logs public, so that the American people can assess what risk existed of those documents falling into the wrong hands. Does anyone seriously believe that a figure as influential as Biden has been since taking the Vice President’s office in 2009 somehow DOESN’T keep a visitors log for his home? I guarantee that when Trump’s home was raided for retaining classified documents, a visitors log was seized and analyzed. So what is Biden hiding? A log must exist, so the fact that he denies this means there must be something in it he doesn’t want Americans to see.
2023-01-17;https://www.wsj.com/articles/justice-department-considered-but-rejected-role-in-biden-documents-search-11673991364;authoritarianism;Apparently the Justice Department assessed that, while Trump needed to be raided by the FBI for keeping classified documents in a way he is legally allowed to (as a classification origin), Biden’s illegal retention of classified documents in multiple locations did not require FBI involvement. Any politically conscious American capable of rational thought understands exactly why they came down on these two conclusions. The left-leaning FBI will always go easier on the Democrats than the Republicans, even when the Democrats commit a more serious offense. How is this anything other than federal law enforcement being used to persecute one party as a way to assist the other? Countries with national political police are those like China and Iran, where one party dominates and oppresses the populace. I dare any Democrat to explain how the FBI is in any way different from the secret police in China and Iran. 
2023-01-17;https://www.buckscountycouriertimes.com/story/news/local/2023/01/17/central-bucks-school-district-teachers-walkout-protesting-policy-321-lgbtq/69814024007/;authoritarianism;The left is once again caught in a lie, as they invoke their supposedly “apolitical” movements as a reason to oppose a policy of political neutrality in the classroom. The left claims over and over that movements like LGBT and BLM are not political, that they’re simply the respecting of people of certain identity groups. So if that is indeed true, then why are they worried that a ban on political bias would prevent them from discussing such movements? The answer is that they know that their claims of these movements being “apolitical” are lies, and meant only to provide cover to sneak these eminently political movements into every sector of American society. The lie becomes plain for all to see when the right calls their bluff. As soon as a policy of political neutrality is imposed, suddenly LGBT and BLM are political movements being silenced. And of course, the left would jump to defend political neutrality if schools were teaching students that abortion is immoral, or that systemic oppression doesn’t exist. And yet the right is willing to take some of their key beliefs off the table for classrooms whereas the left refuses to give an inch. It goes to show just who is trying to indoctrinate children. Not a single American should oppose political neutrality in schools. So when one faction DOES oppose it, every American should immediately be skeptical. 
2023-01-17;https://wtop.com/dc/2023/01/dc-council-defiantly-overrides-mayors-veto-to-pass-crime-bill-overhaul/, https://www.foxnews.com/politics/dc-poised-soften-penalties-carjacking-violent-crimes-despite-mayors-veto;law enforcement;The Democrat-dominated DC city council voted to overturn the mayor’s veto of a bill which reduced penalties for rape and murder. Is there a single American in this entire country who thinks rape or murder should be punished less severely? Then why are Democrats doing exactly that? To Democrat mayor Bowser’s credit, she saw the moral repugnance of such a policy and attempted to thwart it. Her fellow Democrats, however, are forcing her hand. Can America really afford to endure a party which not only defies the overwhelming popular will, but does so on matters of public safety which will result in more dangerous streets? 
2023-01-18;https://twitter.com/ga_dps/status/1615732546439888897;authoritarianism;Antifa members shot a law enforcement officer in Georgia. Anyone on the left who defends Antifa owes us an explanation about how this isn’t terrorism. This particular Antifa cell is illegally squatting on government property to prevent the construction of a police training facility. Not only that, but to prevent their removal from the premises, they resort to shooting at and attempting to kill sworn agents of the state. How is Antifa anything other than a leftist domestic terrorist organization? The definition of terrorism is “the unlawful use of violence and intimidation, especially against civilians, in the pursuit of political aims.” Explain to me, leftists, how Antifa doesn’t fit this definition? No one is denying that there are certain right-wing domestic terrorist groups in existence. There are. But no one can rationally deny that the left has its own terrorists. 
2023-01-18;https://thepostmillennial.com/watch-bidens-press-sec-lashes-out-at-reporter-for-asking-about-classified-documents-hypocrisy;hypocrisy;When a reporter questioned Biden’s hypocrisy on classified documents to the White House press secretary, she didn’t answer his question, and then rudely insisted that she did when the reporter tried to follow up to obtain a proper answer. Nothing is ever the Democrats’ fault in their view, and they can’t handle it when they get cornered as the hypocrites they are. 
2023-01-18;https://freebeacon.com/biden-administration/photos-place-hunter-biden-in-corvette-at-site-of-classified-docs-in-july-2017/ ;corruption;Photos of Hunter Biden shows that he was at the site of Biden’s illegally retained classified documents when said documents were present. Recall that Hunter Biden was employed at that time by companies in foreign, in some cases hostile countries. Imagine if Donald Trump, Jr. had been working for a Chinese company and had been seen at Mar-A-Lago near Trump’s retained classified documents. Imagine the (completely deserved) uproar from the left. Yet there is nothing even close to that in this case. The Biden family casually endangers national security by their improper handling of classified documents and their ties to hostile foreign powers. The left is wiling to overlook this purely because of how pathologically they hate Trump, and chafe at the idea of vindicating him in the slightest. 
2023-01-18;https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0279273 ;indoctrination;A new study shows that a college education has correlated with women becoming more liberal since 1974, hinting strongly at the idea that universities indoctrinate their students into the left. With modest fluctuation throughout American history, roughly equal numbers of voters support the mainstream liberal party and the conservative political party (with a number of independents between them). Thus, the political spectrum in the US tends toward balance. So if post-secondary education was truly unbiased and merely taught critical thinking skills, then roughly equal numbers of students would move leftward, rightward, or toward the center. So the fact that a college education consistently moves students to the left shows that, in fact, post-secondary academic institutions ARE biased, specifically in favor of the left. The left loves to claim that universities do teach critical thinking, and that the left is so rational and righteous that the application of critical thinking inevitably moves students to the left. But this entire archive is inescapable proof that the left is, at the barest of minimums, as delusional and morally vacuous as the right, if not more so. So this claim that the left is just aligned with the objective truth of the universe is just laughable on its face. At this point, the data of colleges skewing left is ample enough that this conclusion cannot be denied. 
